model_id,arm,cycle,from_index,from_state,to_index,to_state,probability
B,HPE,3,1,Well no HPE,7,Serious GI event,0.00030081167198279054
B,HPE,3,1,Well no HPE,10,Dead,0.0012117652188790018
B,HPE,3,2,Well with HPE,2,Well with HPE,0.8455531128514782
B,HPE,3,2,Well with HPE,3,GI discomfort,0.14958005622411985
B,HPE,3,2,Well with HPE,5,Symptomatic ulcer,0.0027960836561070623
B,HPE,3,2,Well with HPE,7,Serious GI event,0.0008589820494159239
B,HPE,3,2,Well with HPE,10,Dead,0.0012117652188790018
B,HPE,3,3,GI discomfort,4,Unresolved GI discomfort,0.1461502180315183
B,HPE,3,3,GI discomfort,9,Post-event,0.8526380167496027
B,HPE,3,3,GI discomfort,10,Dead,0.0012117652188790018
B,HPE,3,4,Unresolved GI discomfort,9,Post-event,0.998788234781121
B,HPE,3,4,Unresolved GI discomfort,10,Dead,0.0012117652188790018
B,HPE,3,5,Symptomatic ulcer,6,Unresolved ulcer,0.1461502180315183
B,HPE,3,5,Symptomatic ulcer,9,Post-event,0.8474904926117613
B,HPE,3,5,Symptomatic ulcer,10,Dead,0.006359289356720366
B,HPE,3,6,Unresolved ulcer,9,Post-event,0.9936407106432796
B,HPE,3,6,Unresolved ulcer,10,Dead,0.006359289356720366
B,HPE,3,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
B,HPE,3,7,Serious GI event,9,Post-event,0.8210830200291418
B,HPE,3,7,Serious GI event,10,Dead,0.03276676193933992
B,HPE,3,8,Unresolved serious GI event,9,Post-event,0.9672332380606601
B,HPE,3,8,Unresolved serious GI event,10,Dead,0.03276676193933992
B,HPE,3,9,Post-event,3,GI discomfort,0.05085721911620075
B,HPE,3,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,3,9,Post-event,7,Serious GI event,0.00030081167198279054
B,HPE,3,9,Post-event,9,Post-event,0.946845721264105
B,HPE,3,9,Post-event,10,Dead,0.0012117652188790018
B,HPE,3,10,Dead,10,Dead,1.0
B,HPE,4,1,Well no HPE,1,Well no HPE,0.946845721264105
B,HPE,4,1,Well no HPE,3,GI discomfort,0.05085721911620075
B,HPE,4,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,4,1,Well no HPE,7,Serious GI event,0.00030081167198279054
B,HPE,4,1,Well no HPE,10,Dead,0.0012117652188790018
B,HPE,4,2,Well with HPE,2,Well with HPE,0.8455531128514782
B,HPE,4,2,Well with HPE,3,GI discomfort,0.14958005622411985
B,HPE,4,2,Well with HPE,5,Symptomatic ulcer,0.0027960836561070623
B,HPE,4,2,Well with HPE,7,Serious GI event,0.0008589820494159239
B,HPE,4,2,Well with HPE,10,Dead,0.0012117652188790018
B,HPE,4,3,GI discomfort,4,Unresolved GI discomfort,0.1461502180315183
B,HPE,4,3,GI discomfort,9,Post-event,0.8526380167496027
B,HPE,4,3,GI discomfort,10,Dead,0.0012117652188790018
B,HPE,4,4,Unresolved GI discomfort,9,Post-event,0.998788234781121
B,HPE,4,4,Unresolved GI discomfort,10,Dead,0.0012117652188790018
B,HPE,4,5,Symptomatic ulcer,6,Unresolved ulcer,0.1461502180315183
B,HPE,4,5,Symptomatic ulcer,9,Post-event,0.8474904926117613
B,HPE,4,5,Symptomatic ulcer,10,Dead,0.006359289356720366
B,HPE,4,6,Unresolved ulcer,9,Post-event,0.9936407106432796
B,HPE,4,6,Unresolved ulcer,10,Dead,0.006359289356720366
B,HPE,4,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
B,HPE,4,7,Serious GI event,9,Post-event,0.8210830200291418
B,HPE,4,7,Serious GI event,10,Dead,0.03276676193933992
B,HPE,4,8,Unresolved serious GI event,9,Post-event,0.9672332380606601
B,HPE,4,8,Unresolved serious GI event,10,Dead,0.03276676193933992
B,HPE,4,9,Post-event,3,GI discomfort,0.05085721911620075
B,HPE,4,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,4,9,Post-event,7,Serious GI event,0.00030081167198279054
B,HPE,4,9,Post-event,9,Post-event,0.946845721264105
B,HPE,4,9,Post-event,10,Dead,0.0012117652188790018
B,HPE,4,10,Dead,10,Dead,1.0
B,HPE,5,1,Well no HPE,1,Well no HPE,0.946845721264105
B,HPE,5,1,Well no HPE,3,GI discomfort,0.05085721911620075
B,HPE,5,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,5,1,Well no HPE,7,Serious GI event,0.00030081167198279054
B,HPE,5,1,Well no HPE,10,Dead,0.0012117652188790018
B,HPE,5,2,Well with HPE,2,Well with HPE,0.8455531128514782
B,HPE,5,2,Well with HPE,3,GI discomfort,0.14958005622411985
B,HPE,5,2,Well with HPE,5,Symptomatic ulcer,0.0027960836561070623
B,HPE,5,2,Well with HPE,7,Serious GI event,0.0008589820494159239
B,HPE,5,2,Well with HPE,10,Dead,0.0012117652188790018
B,HPE,5,3,GI discomfort,4,Unresolved GI discomfort,0.1461502180315183
B,HPE,5,3,GI discomfort,9,Post-event,0.8526380167496027
B,HPE,5,3,GI discomfort,10,Dead,0.0012117652188790018
B,HPE,5,4,Unresolved GI discomfort,9,Post-event,0.998788234781121
B,HPE,5,4,Unresolved GI discomfort,10,Dead,0.0012117652188790018
B,HPE,5,5,Symptomatic ulcer,6,Unresolved ulcer,0.1461502180315183
B,HPE,5,5,Symptomatic ulcer,9,Post-event,0.8474904926117613
B,HPE,5,5,Symptomatic ulcer,10,Dead,0.006359289356720366
B,HPE,5,6,Unresolved ulcer,9,Post-event,0.9936407106432796
B,HPE,5,6,Unresolved ulcer,10,Dead,0.006359289356720366
B,HPE,5,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
B,HPE,5,7,Serious GI event,9,Post-event,0.8210830200291418
B,HPE,5,7,Serious GI event,10,Dead,0.03276676193933992
B,HPE,5,8,Unresolved serious GI event,9,Post-event,0.9672332380606601
B,HPE,5,8,Unresolved serious GI event,10,Dead,0.03276676193933992
B,HPE,5,9,Post-event,3,GI discomfort,0.05085721911620075
B,HPE,5,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,5,9,Post-event,7,Serious GI event,0.00030081167198279054
B,HPE,5,9,Post-event,9,Post-event,0.946845721264105
B,HPE,5,9,Post-event,10,Dead,0.0012117652188790018
B,HPE,5,10,Dead,10,Dead,1.0
B,HPE,6,1,Well no HPE,1,Well no HPE,0.946845721264105
B,HPE,6,1,Well no HPE,3,GI discomfort,0.05085721911620075
B,HPE,6,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,6,1,Well no HPE,7,Serious GI event,0.00030081167198279054
B,HPE,6,1,Well no HPE,10,Dead,0.0012117652188790018
B,HPE,6,2,Well with HPE,2,Well with HPE,0.8455531128514782
B,HPE,6,2,Well with HPE,3,GI discomfort,0.14958005622411985
B,HPE,6,2,Well with HPE,5,Symptomatic ulcer,0.0027960836561070623
B,HPE,6,2,Well with HPE,7,Serious GI event,0.0008589820494159239
B,HPE,6,2,Well with HPE,10,Dead,0.0012117652188790018
B,HPE,6,3,GI discomfort,4,Unresolved GI discomfort,0.1461502180315183
B,HPE,6,3,GI discomfort,9,Post-event,0.8526380167496027
B,HPE,6,3,GI discomfort,10,Dead,0.0012117652188790018
B,HPE,6,4,Unresolved GI discomfort,9,Post-event,0.998788234781121
B,HPE,6,4,Unresolved GI discomfort,10,Dead,0.0012117652188790018
B,HPE,6,5,Symptomatic ulcer,6,Unresolved ulcer,0.1461502180315183
B,HPE,6,5,Symptomatic ulcer,9,Post-event,0.8474904926117613
B,HPE,6,5,Symptomatic ulcer,10,Dead,0.006359289356720366
B,HPE,6,6,Unresolved ulcer,9,Post-event,0.9936407106432796
B,HPE,6,6,Unresolved ulcer,10,Dead,0.006359289356720366
B,HPE,6,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
B,HPE,6,7,Serious GI event,9,Post-event,0.8210830200291418
B,HPE,6,7,Serious GI event,10,Dead,0.03276676193933992
B,HPE,6,8,Unresolved serious GI event,9,Post-event,0.9672332380606601
B,HPE,6,8,Unresolved serious GI event,10,Dead,0.03276676193933992
B,HPE,6,9,Post-event,3,GI discomfort,0.05085721911620075
B,HPE,6,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,6,9,Post-event,7,Serious GI event,0.00030081167198279054
B,HPE,6,9,Post-event,9,Post-event,0.946845721264105
B,HPE,6,9,Post-event,10,Dead,0.0012117652188790018
B,HPE,6,10,Dead,10,Dead,1.0
B,HPE,7,1,Well no HPE,1,Well no HPE,0.946845721264105
B,HPE,7,1,Well no HPE,3,GI discomfort,0.05085721911620075
B,HPE,7,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,7,1,Well no HPE,7,Serious GI event,0.00030081167198279054
B,HPE,7,1,Well no HPE,10,Dead,0.0012117652188790018
B,HPE,7,2,Well with HPE,2,Well with HPE,0.8455531128514782
B,HPE,7,2,Well with HPE,3,GI discomfort,0.14958005622411985
B,HPE,7,2,Well with HPE,5,Symptomatic ulcer,0.0027960836561070623
B,HPE,7,2,Well with HPE,7,Serious GI event,0.0008589820494159239
B,HPE,7,2,Well with HPE,10,Dead,0.0012117652188790018
B,HPE,7,3,GI discomfort,4,Unresolved GI discomfort,0.1461502180315183
B,HPE,7,3,GI discomfort,9,Post-event,0.8526380167496027
B,HPE,7,3,GI discomfort,10,Dead,0.0012117652188790018
B,HPE,7,4,Unresolved GI discomfort,9,Post-event,0.998788234781121
B,HPE,7,4,Unresolved GI discomfort,10,Dead,0.0012117652188790018
B,HPE,7,5,Symptomatic ulcer,6,Unresolved ulcer,0.1461502180315183
B,HPE,7,5,Symptomatic ulcer,9,Post-event,0.8474904926117613
B,HPE,7,5,Symptomatic ulcer,10,Dead,0.006359289356720366
B,HPE,7,6,Unresolved ulcer,9,Post-event,0.9936407106432796
B,HPE,7,6,Unresolved ulcer,10,Dead,0.006359289356720366
B,HPE,7,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
B,HPE,7,7,Serious GI event,9,Post-event,0.8210830200291418
B,HPE,7,7,Serious GI event,10,Dead,0.03276676193933992
B,HPE,7,8,Unresolved serious GI event,9,Post-event,0.9672332380606601
B,HPE,7,8,Unresolved serious GI event,10,Dead,0.03276676193933992
B,HPE,7,9,Post-event,3,GI discomfort,0.05085721911620075
B,HPE,7,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,7,9,Post-event,7,Serious GI event,0.00030081167198279054
B,HPE,7,9,Post-event,9,Post-event,0.946845721264105
B,HPE,7,9,Post-event,10,Dead,0.0012117652188790018
B,HPE,7,10,Dead,10,Dead,1.0
B,HPE,8,1,Well no HPE,1,Well no HPE,0.946845721264105
B,HPE,8,1,Well no HPE,3,GI discomfort,0.05085721911620075
B,HPE,8,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,8,1,Well no HPE,7,Serious GI event,0.00030081167198279054
B,HPE,8,1,Well no HPE,10,Dead,0.0012117652188790018
B,HPE,8,2,Well with HPE,2,Well with HPE,0.8455531128514782
B,HPE,8,2,Well with HPE,3,GI discomfort,0.14958005622411985
B,HPE,8,2,Well with HPE,5,Symptomatic ulcer,0.0027960836561070623
B,HPE,8,2,Well with HPE,7,Serious GI event,0.0008589820494159239
B,HPE,8,2,Well with HPE,10,Dead,0.0012117652188790018
B,HPE,8,3,GI discomfort,4,Unresolved GI discomfort,0.1461502180315183
B,HPE,8,3,GI discomfort,9,Post-event,0.8526380167496027
B,HPE,8,3,GI discomfort,10,Dead,0.0012117652188790018
B,HPE,8,4,Unresolved GI discomfort,9,Post-event,0.998788234781121
B,HPE,8,4,Unresolved GI discomfort,10,Dead,0.0012117652188790018
B,HPE,8,5,Symptomatic ulcer,6,Unresolved ulcer,0.1461502180315183
B,HPE,8,5,Symptomatic ulcer,9,Post-event,0.8474904926117613
B,HPE,8,5,Symptomatic ulcer,10,Dead,0.006359289356720366
B,HPE,8,6,Unresolved ulcer,9,Post-event,0.9936407106432796
B,HPE,8,6,Unresolved ulcer,10,Dead,0.006359289356720366
B,HPE,8,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
B,HPE,8,7,Serious GI event,9,Post-event,0.8210830200291418
B,HPE,8,7,Serious GI event,10,Dead,0.03276676193933992
B,HPE,8,8,Unresolved serious GI event,9,Post-event,0.9672332380606601
B,HPE,8,8,Unresolved serious GI event,10,Dead,0.03276676193933992
B,HPE,8,9,Post-event,3,GI discomfort,0.05085721911620075
B,HPE,8,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,8,9,Post-event,7,Serious GI event,0.00030081167198279054
B,HPE,8,9,Post-event,9,Post-event,0.946845721264105
B,HPE,8,9,Post-event,10,Dead,0.0012117652188790018
B,HPE,8,10,Dead,10,Dead,1.0
B,HPE,9,1,Well no HPE,1,Well no HPE,0.946845721264105
B,HPE,9,1,Well no HPE,3,GI discomfort,0.05085721911620075
B,HPE,9,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,9,1,Well no HPE,7,Serious GI event,0.00030081167198279054
B,HPE,9,1,Well no HPE,10,Dead,0.0012117652188790018
B,HPE,9,2,Well with HPE,2,Well with HPE,0.8455531128514782
B,HPE,9,2,Well with HPE,3,GI discomfort,0.14958005622411985
B,HPE,9,2,Well with HPE,5,Symptomatic ulcer,0.0027960836561070623
B,HPE,9,2,Well with HPE,7,Serious GI event,0.0008589820494159239
B,HPE,9,2,Well with HPE,10,Dead,0.0012117652188790018
B,HPE,9,3,GI discomfort,4,Unresolved GI discomfort,0.1461502180315183
B,HPE,9,3,GI discomfort,9,Post-event,0.8526380167496027
B,HPE,9,3,GI discomfort,10,Dead,0.0012117652188790018
B,HPE,9,4,Unresolved GI discomfort,9,Post-event,0.998788234781121
B,HPE,9,4,Unresolved GI discomfort,10,Dead,0.0012117652188790018
B,HPE,9,5,Symptomatic ulcer,6,Unresolved ulcer,0.1461502180315183
B,HPE,9,5,Symptomatic ulcer,9,Post-event,0.8474904926117613
B,HPE,9,5,Symptomatic ulcer,10,Dead,0.006359289356720366
B,HPE,9,6,Unresolved ulcer,9,Post-event,0.9936407106432796
B,HPE,9,6,Unresolved ulcer,10,Dead,0.006359289356720366
B,HPE,9,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
B,HPE,9,7,Serious GI event,9,Post-event,0.8210830200291418
B,HPE,9,7,Serious GI event,10,Dead,0.03276676193933992
B,HPE,9,8,Unresolved serious GI event,9,Post-event,0.9672332380606601
B,HPE,9,8,Unresolved serious GI event,10,Dead,0.03276676193933992
B,HPE,9,9,Post-event,3,GI discomfort,0.05085721911620075
B,HPE,9,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,9,9,Post-event,7,Serious GI event,0.00030081167198279054
B,HPE,9,9,Post-event,9,Post-event,0.946845721264105
B,HPE,9,9,Post-event,10,Dead,0.0012117652188790018
B,HPE,9,10,Dead,10,Dead,1.0
B,HPE,10,1,Well no HPE,1,Well no HPE,0.946845721264105
B,HPE,10,1,Well no HPE,3,GI discomfort,0.05085721911620075
B,HPE,10,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,10,1,Well no HPE,7,Serious GI event,0.00030081167198279054
B,HPE,10,1,Well no HPE,10,Dead,0.0012117652188790018
B,HPE,10,2,Well with HPE,2,Well with HPE,0.8455531128514782
B,HPE,10,2,Well with HPE,3,GI discomfort,0.14958005622411985
B,HPE,10,2,Well with HPE,5,Symptomatic ulcer,0.0027960836561070623
B,HPE,10,2,Well with HPE,7,Serious GI event,0.0008589820494159239
B,HPE,10,2,Well with HPE,10,Dead,0.0012117652188790018
B,HPE,10,3,GI discomfort,4,Unresolved GI discomfort,0.1461502180315183
B,HPE,10,3,GI discomfort,9,Post-event,0.8526380167496027
B,HPE,10,3,GI discomfort,10,Dead,0.0012117652188790018
B,HPE,10,4,Unresolved GI discomfort,9,Post-event,0.998788234781121
B,HPE,10,4,Unresolved GI discomfort,10,Dead,0.0012117652188790018
B,HPE,10,5,Symptomatic ulcer,6,Unresolved ulcer,0.1461502180315183
B,HPE,10,5,Symptomatic ulcer,9,Post-event,0.8474904926117613
B,HPE,10,5,Symptomatic ulcer,10,Dead,0.006359289356720366
B,HPE,10,6,Unresolved ulcer,9,Post-event,0.9936407106432796
B,HPE,10,6,Unresolved ulcer,10,Dead,0.006359289356720366
B,HPE,10,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
B,HPE,10,7,Serious GI event,9,Post-event,0.8210830200291418
B,HPE,10,7,Serious GI event,10,Dead,0.03276676193933992
B,HPE,10,8,Unresolved serious GI event,9,Post-event,0.9672332380606601
B,HPE,10,8,Unresolved serious GI event,10,Dead,0.03276676193933992
B,HPE,10,9,Post-event,3,GI discomfort,0.05085721911620075
B,HPE,10,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,10,9,Post-event,7,Serious GI event,0.00030081167198279054
B,HPE,10,9,Post-event,9,Post-event,0.946845721264105
B,HPE,10,9,Post-event,10,Dead,0.0012117652188790018
B,HPE,10,10,Dead,10,Dead,1.0
B,HPE,11,1,Well no HPE,1,Well no HPE,0.946845721264105
B,HPE,11,1,Well no HPE,3,GI discomfort,0.05085721911620075
B,HPE,11,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,11,1,Well no HPE,7,Serious GI event,0.00030081167198279054
B,HPE,11,1,Well no HPE,10,Dead,0.0012117652188790018
B,HPE,11,2,Well with HPE,2,Well with HPE,0.8455531128514782
B,HPE,11,2,Well with HPE,3,GI discomfort,0.14958005622411985
B,HPE,11,2,Well with HPE,5,Symptomatic ulcer,0.0027960836561070623
B,HPE,11,2,Well with HPE,7,Serious GI event,0.0008589820494159239
B,HPE,11,2,Well with HPE,10,Dead,0.0012117652188790018
B,HPE,11,3,GI discomfort,4,Unresolved GI discomfort,0.1461502180315183
B,HPE,11,3,GI discomfort,9,Post-event,0.8526380167496027
B,HPE,11,3,GI discomfort,10,Dead,0.0012117652188790018
B,HPE,11,4,Unresolved GI discomfort,9,Post-event,0.998788234781121
B,HPE,11,4,Unresolved GI discomfort,10,Dead,0.0012117652188790018
B,HPE,11,5,Symptomatic ulcer,6,Unresolved ulcer,0.1461502180315183
B,HPE,11,5,Symptomatic ulcer,9,Post-event,0.8474904926117613
B,HPE,11,5,Symptomatic ulcer,10,Dead,0.006359289356720366
B,HPE,11,6,Unresolved ulcer,9,Post-event,0.9936407106432796
B,HPE,11,6,Unresolved ulcer,10,Dead,0.006359289356720366
B,HPE,11,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
B,HPE,11,7,Serious GI event,9,Post-event,0.8210830200291418
B,HPE,11,7,Serious GI event,10,Dead,0.03276676193933992
B,HPE,11,8,Unresolved serious GI event,9,Post-event,0.9672332380606601
B,HPE,11,8,Unresolved serious GI event,10,Dead,0.03276676193933992
B,HPE,11,9,Post-event,3,GI discomfort,0.05085721911620075
B,HPE,11,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,11,9,Post-event,7,Serious GI event,0.00030081167198279054
B,HPE,11,9,Post-event,9,Post-event,0.946845721264105
B,HPE,11,9,Post-event,10,Dead,0.0012117652188790018
B,HPE,11,10,Dead,10,Dead,1.0
B,HPE,12,1,Well no HPE,1,Well no HPE,0.946845721264105
B,HPE,12,1,Well no HPE,3,GI discomfort,0.05085721911620075
B,HPE,12,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,12,1,Well no HPE,7,Serious GI event,0.00030081167198279054
B,HPE,12,1,Well no HPE,10,Dead,0.0012117652188790018
B,HPE,12,2,Well with HPE,2,Well with HPE,0.8455531128514782
B,HPE,12,2,Well with HPE,3,GI discomfort,0.14958005622411985
B,HPE,12,2,Well with HPE,5,Symptomatic ulcer,0.0027960836561070623
B,HPE,12,2,Well with HPE,7,Serious GI event,0.0008589820494159239
B,HPE,12,2,Well with HPE,10,Dead,0.0012117652188790018
B,HPE,12,3,GI discomfort,4,Unresolved GI discomfort,0.1461502180315183
B,HPE,12,3,GI discomfort,9,Post-event,0.8526380167496027
B,HPE,12,3,GI discomfort,10,Dead,0.0012117652188790018
B,HPE,12,4,Unresolved GI discomfort,9,Post-event,0.998788234781121
B,HPE,12,4,Unresolved GI discomfort,10,Dead,0.0012117652188790018
B,HPE,12,5,Symptomatic ulcer,6,Unresolved ulcer,0.1461502180315183
B,HPE,12,5,Symptomatic ulcer,9,Post-event,0.8474904926117613
B,HPE,12,5,Symptomatic ulcer,10,Dead,0.006359289356720366
B,HPE,12,6,Unresolved ulcer,9,Post-event,0.9936407106432796
B,HPE,12,6,Unresolved ulcer,10,Dead,0.006359289356720366
B,HPE,12,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
B,HPE,12,7,Serious GI event,9,Post-event,0.8210830200291418
B,HPE,12,7,Serious GI event,10,Dead,0.03276676193933992
B,HPE,12,8,Unresolved serious GI event,9,Post-event,0.9672332380606601
B,HPE,12,8,Unresolved serious GI event,10,Dead,0.03276676193933992
B,HPE,12,9,Post-event,3,GI discomfort,0.05085721911620075
B,HPE,12,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,12,9,Post-event,7,Serious GI event,0.00030081167198279054
B,HPE,12,9,Post-event,9,Post-event,0.946845721264105
B,HPE,12,9,Post-event,10,Dead,0.0012117652188790018
B,HPE,12,10,Dead,10,Dead,1.0
B,HPE,13,1,Well no HPE,1,Well no HPE,0.946845721264105
B,HPE,13,1,Well no HPE,3,GI discomfort,0.05085721911620075
B,HPE,13,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,13,1,Well no HPE,7,Serious GI event,0.00030081167198279054
B,HPE,13,1,Well no HPE,10,Dead,0.0012117652188790018
B,HPE,13,2,Well with HPE,2,Well with HPE,0.8455531128514782
B,HPE,13,2,Well with HPE,3,GI discomfort,0.14958005622411985
B,HPE,13,2,Well with HPE,5,Symptomatic ulcer,0.0027960836561070623
B,HPE,13,2,Well with HPE,7,Serious GI event,0.0008589820494159239
B,HPE,13,2,Well with HPE,10,Dead,0.0012117652188790018
B,HPE,13,3,GI discomfort,4,Unresolved GI discomfort,0.1461502180315183
B,HPE,13,3,GI discomfort,9,Post-event,0.8526380167496027
B,HPE,13,3,GI discomfort,10,Dead,0.0012117652188790018
B,HPE,13,4,Unresolved GI discomfort,9,Post-event,0.998788234781121
B,HPE,13,4,Unresolved GI discomfort,10,Dead,0.0012117652188790018
B,HPE,13,5,Symptomatic ulcer,6,Unresolved ulcer,0.1461502180315183
B,HPE,13,5,Symptomatic ulcer,9,Post-event,0.8474904926117613
B,HPE,13,5,Symptomatic ulcer,10,Dead,0.006359289356720366
B,HPE,13,6,Unresolved ulcer,9,Post-event,0.9936407106432796
B,HPE,13,6,Unresolved ulcer,10,Dead,0.006359289356720366
B,HPE,13,7,Serious GI event,8,Unresolved serious GI event,0.1461502180315183
B,HPE,13,7,Serious GI event,9,Post-event,0.8210830200291418
B,HPE,13,7,Serious GI event,10,Dead,0.03276676193933992
B,HPE,13,8,Unresolved serious GI event,9,Post-event,0.9672332380606601
B,HPE,13,8,Unresolved serious GI event,10,Dead,0.03276676193933992
B,HPE,13,9,Post-event,3,GI discomfort,0.05085721911620075
B,HPE,13,9,Post-event,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,13,9,Post-event,7,Serious GI event,0.00030081167198279054
B,HPE,13,9,Post-event,9,Post-event,0.946845721264105
B,HPE,13,9,Post-event,10,Dead,0.0012117652188790018
B,HPE,13,10,Dead,10,Dead,1.0
B,HPE,14,1,Well no HPE,1,Well no HPE,0.946845721264105
B,HPE,14,1,Well no HPE,3,GI discomfort,0.05085721911620075
B,HPE,14,1,Well no HPE,5,Symptomatic ulcer,0.0007844827288323197
B,HPE,14,1,Well no HPE,7,Serious GI event,0.00030081167198279054
B,HPE,14,1,Well no HPE,10,Dead,0.0012117652188790018
B,HPE,14,2,Well with HPE,2,Well with HPE,0.8455531128514782
B,HPE,14,2,Well with HPE,3,GI discomfort,0.14958005622411985
B,HPE,14,2,Well with HPE,5,Symptomatic ulcer,0.0027960836561070623
